SAMPID  ,   SMATSSCR  ,  SMCENTER  ,  SMPTHNTS  ,  SMRIN
GTEX-QMR6-0011-R7A-SM-32PKL  ,   D1,  ,  A1  ,  6.4  ,  Brain
GTEX-QMR6-0011-R8A-SM-32PKJ  ,   D1,  ,  A1  ,  8.4  ,  Brain
GTEX-QMR6-1326-SM-32PLB  ,   2  ,  D1  ,  4  ,  ~6x5mm
GTEX-QMR6-1426-SM-32PLA  ,   1  ,  D1  ,  4  ,  ~6x4mm
GTEX-QMR6-1926-SM-2XK2D  ,   3  ,  D1  ,  2  ,  ~10x7mm
GTEX-QMR6-1926-SM-32PL9  ,   3  ,  D1  ,  2  ,  ~10x7mm
GTEX-QMR6-1926-SM-3L285  ,   3  ,  D1  ,  2  ,  ~10x7mm
GTEX-QMRM-0002-SM-2MRIF  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-QMRM-0002-SM-2XK25  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-QMRM-0005-SM-2M48F  ,   B1  ,  9.5  ,  Blood  ,  Whole
GTEX-QMRM-0005-SM-2S1QR  ,   B1  ,  9.5  ,  Blood  ,  Whole
GTEX-QMRM-0005-SM-3NB2A  ,   B1  ,  9.5  ,  Blood  ,  Whole
GTEX-QMRM-0526-SM-2I5GA  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QMRM-0526-SM-2M49C  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QMRM-0726-SM-2I5G8  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QMRM-0726-SM-2M49B  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QMRM-0826-SM-2I5G7  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QMRM-0826-SM-2M49A  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QMRM-0826-SM-3NB33  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QMRM-1726-SM-2S1QG  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QMRM-1726-SM-2TO4I  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QV31-0003-SM-2MRI2  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-QV31-0003-SM-2XK27  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-QV31-0005-SM-2S1Q6  ,   B1  ,  8.3  ,  Blood  ,  Whole
GTEX-QV31-0005-SM-2TO5P  ,   B1  ,  8.3  ,  Blood  ,  Whole
GTEX-QV31-0726-SM-2TO6J  ,   0  ,  B1  ,  2  ,  ~9x8mm
GTEX-QV31-0726-SM-3GAEG  ,   0  ,  B1  ,  2  ,  ~9x8mm
GTEX-QV31-1326-SM-2S1QE  ,   0  ,  B1  ,  2  ,  ~14x10mm
GTEX-QV31-1426-SM-2S1QD  ,   0  ,  B1  ,  2  ,  ~11x8mm
GTEX-QV31-1426-SM-2TO6Z  ,   0  ,  B1  ,  2  ,  ~11x8mm
GTEX-QV31-1526-SM-2S1QB  ,   0  ,  B1  ,  2  ,  ~4.5x3mm
GTEX-QV31-1526-SM-2TO58  ,   0  ,  B1  ,  2  ,  ~4.5x3mm
GTEX-QV31-1626-SM-2S1QC  ,   0  ,  B1  ,  2  ,  ~3mm
GTEX-QV31-1626-SM-2TO5A  ,   0  ,  B1  ,  2  ,  ~3mm
GTEX-QV44-0003-SM-2MRI4  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-QV44-0003-SM-2XK2A  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-QV44-0006-SM-2S1Q7  ,   B1  ,  9.3  ,  Blood  ,  Whole
GTEX-QV44-0006-SM-2TO6Q  ,   B1  ,  9.3  ,  Blood  ,  Whole
GTEX-QV44-0526-SM-2S1RE  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QV44-0526-SM-2TO51  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QV44-0826-SM-2S1RG  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QV44-0826-SM-2TO6M  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QV44-0926-SM-2S1RH  ,   1  ,  B1  ,  6  ,  pieces
GTEX-QV44-0926-SM-2TO6O  ,   1  ,  B1  ,  6  ,  pieces
GTEX-QV44-1926-SM-2S1RF  ,   1  ,  B1  ,  6  ,  pieces
GTEX-QV44-1926-SM-2TO4T  ,   1  ,  B1  ,  6  ,  pieces
GTEX-QV44-2026-SM-2S1RD  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QV44-2026-SM-2TO57  ,   1  ,  B1  ,  2  ,  pieces
GTEX-QVJO-0002-SM-2MRI6  ,   D1  ,  Blood  ,  Whole  ,  Blood
GTEX-QVJO-0002-SM-2XK1B  ,   D1  ,  Blood  ,  Whole  ,  Blood
GTEX-QVJO-0006-SM-2S1RC  ,   D1  ,  7.1  ,  Blood  ,  Whole
GTEX-QVJO-0006-SM-2TO6V  ,   D1  ,  7.1  ,  Blood  ,  Whole
GTEX-QVJO-0011-R10A-SM-2S1QJ  ,   D1,  ,  A1  ,  7.9  ,  Brain
GTEX-QVJO-0011-R10A-SM-2TO6Y  ,   D1,  ,  A1  ,  7.9  ,  Brain
GTEX-QVJO-0011-R1A-SM-2S1QI  ,   D1,  ,  A1  ,  7.6  ,  Brain
GTEX-QVJO-0011-R1A-SM-2TO64  ,   D1,  ,  A1  ,  7.6  ,  Brain
GTEX-QVJO-0011-R2A-SM-2S1QK  ,   D1,  ,  A1  ,  7.1  ,  Brain
GTEX-QVJO-0011-R2A-SM-2TO61  ,   D1,  ,  A1  ,  7.1  ,  Brain
GTEX-QVJO-0011-R4A-SM-2S1QL  ,   D1,  ,  A1  ,  7.7  ,  Brain
GTEX-QVJO-0011-R4A-SM-2TO67  ,   D1,  ,  A1  ,  7.7  ,  Brain
GTEX-QVJO-0011-R5A-SM-2S1QM  ,   D1,  ,  A1  ,  7.4  ,  Brain
GTEX-QVJO-0011-R5A-SM-2TO63  ,   D1,  ,  A1  ,  7.4  ,  Brain
GTEX-QVJO-0011-R6A-SM-2S1QN  ,   D1,  ,  A1  ,  7.3  ,  Brain
GTEX-QVJO-0011-R6A-SM-2TO5X  ,   D1,  ,  A1  ,  7.3  ,  Brain
GTEX-QVJO-0011-R7A-SM-2S1QO  ,   D1,  ,  A1  ,  7.6  ,  Brain
GTEX-QVJO-0011-R7A-SM-2TO6W  ,   D1,  ,  A1  ,  7.6  ,  Brain
GTEX-QVJO-0011-R9A-SM-2S1QH  ,   D1,  ,  A1  ,  7.9  ,  Brain
GTEX-QVJO-0011-R9A-SM-2TO5M  ,   D1,  ,  A1  ,  7.9  ,  Brain
GTEX-QVJO-0126-SM-2TO62  ,   1  ,  D1  ,  2  ,  ~12x7mm
GTEX-QVJO-0126-SM-3GIK4  ,   1  ,  D1  ,  2  ,  ~12x7mm
GTEX-QVJO-0226-SM-2S1R2  ,   1  ,  D1  ,  2  ,  ~8x7mm
GTEX-QVJO-0226-SM-2TO4P  ,   1  ,  D1  ,  2  ,  ~8x7mm
GTEX-QVJO-0326-SM-2S1R1  ,   1  ,  D1  ,  2  ,  ~5x3mm
GTEX-QVJO-0326-SM-2TO5B  ,   1  ,  D1  ,  2  ,  ~5x3mm
GTEX-QVJO-1325-SM-2S1QX  ,   2  ,  D1  ,  4  ,  ~6x5mm
GTEX-QVJO-1325-SM-2TO6N  ,   2  ,  D1  ,  4  ,  ~6x5mm
GTEX-QVJO-1426-SM-2S1QY  ,   2  ,  D1  ,  3  ,  ~7x3
GTEX-QVJO-1426-SM-2TO5V  ,   2  ,  D1  ,  3  ,  ~7x3
GTEX-QVJO-1626-SM-2S1QW  ,   1  ,  D1  ,  6  ,  ~9x1.5mm
GTEX-QVJO-1626-SM-2TO5E  ,   1  ,  D1  ,  6  ,  ~9x1.5mm
GTEX-QVJO-1726-SM-2S1R3  ,   1  ,  D1  ,  2  ,  ~5mm
GTEX-QVJO-1726-SM-2TO4L  ,   1  ,  D1  ,  2  ,  ~5mm
GTEX-QVJO-1926-SM-2S1QZ  ,   1  ,  D1  ,  2  ,  ~10x10mm
GTEX-QVJO-1926-SM-2TO5L  ,   1  ,  D1  ,  2  ,  ~10x10mm
GTEX-QVUS-0001-SM-2RXET  ,   D1  ,  Blood  ,  Whole  ,  Blood
GTEX-QVUS-0001-SM-2XK2W  ,   D1  ,  Blood  ,  Whole  ,  Blood
GTEX-QVUS-0006-SM-2TWBV  ,   D1  ,  7.5  ,  Blood  ,  Whole
GTEX-QVUS-0006-SM-3GAE8  ,   D1  ,  7.5  ,  Blood  ,  Whole
GTEX-QVUS-0011-R10A-SM-2TWCC  ,   D1,  ,  A1  ,  7.8  ,  Brain
GTEX-QVUS-0011-R10A-SM-3GIK3  ,   D1,  ,  A1  ,  7.8  ,  Brain
GTEX-QVUS-0011-R1A-SM-2TWC2  ,   D1,  ,  A1  ,  7.6  ,  Brain
GTEX-QVUS-0011-R1A-SM-3GAD2  ,   D1,  ,  A1  ,  7.6  ,  Brain
GTEX-QVUS-0011-R3A-SM-2TWCR  ,   D1,  ,  A1  ,  7.9  ,  Brain
GTEX-QVUS-0011-R3A-SM-3GAFD  ,   D1,  ,  A1  ,  7.9  ,  Brain
GTEX-QVUS-0011-R4A-SM-2TWBU  ,   D1,  ,  A1  ,  6.8  ,  Brain
GTEX-QVUS-0011-R4A-SM-3GAE7  ,   D1,  ,  A1  ,  6.8  ,  Brain
GTEX-QVUS-0011-R6A-SM-2TWBT  ,   D1,  ,  A1  ,  6.4  ,  Brain
GTEX-QVUS-0011-R6A-SM-3GACX  ,   D1,  ,  A1  ,  6.4  ,  Brain
GTEX-QVUS-0011-R8A-SM-2TWCG  ,   D1,  ,  A1  ,  7.6  ,  Brain
GTEX-QVUS-0011-R8A-SM-3GAD7  ,   D1,  ,  A1  ,  7.6  ,  Brain
GTEX-QVUS-0011-R9A-SM-2TWAU  ,   D1,  ,  A1  ,  6  ,  Brain
GTEX-QVUS-0011-R9A-SM-3GIJA  ,   D1,  ,  A1  ,  6  ,  Brain
GTEX-QVUS-0226-SM-2TWBX  ,   1  ,  D1  ,  2  ,  ~
GTEX-QVUS-0226-SM-3GIJY  ,   1  ,  D1  ,  2  ,  ~
GTEX-QVUS-2826-SM-2TWCH  ,   1  ,  D1  ,  4  ,  ~4x4mm
GTEX-QVUS-2826-SM-3GADB  ,   1  ,  D1  ,  4  ,  ~4x4mm
GTEX-QVUS-2926-SM-2TWDD  ,   2  ,  D1  ,  4  ,  ~5x4mm
GTEX-QVUS-2926-SM-3GIJB  ,   2  ,  D1  ,  4  ,  ~5x4mm
GTEX-QXCU-0004-SM-2MRI8  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-QXCU-0004-SM-2XK33  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-QXCU-0006-SM-2TC5K  ,   C1  ,  9.4  ,  Blood  ,  Whole
GTEX-QXCU-0006-SM-2TO4H  ,   C1  ,  9.4  ,  Blood  ,  Whole
GTEX-QXCU-0126-SM-2TC5Q  ,   1  ,  C1  ,  2  ,  ~6x4mm
GTEX-QXCU-0126-SM-2TO4U  ,   1  ,  C1  ,  2  ,  ~6x4mm
GTEX-QXCU-0226-SM-2TC5W  ,   1  ,  C1  ,  2  ,  ~2.5mm
GTEX-QXCU-0226-SM-2TO52  ,   1  ,  C1  ,  2  ,  ~2.5mm
GTEX-QXCU-0326-SM-2TC63  ,   1  ,  C1  ,  2  ,  ~8x6.5mm
GTEX-QXCU-0326-SM-2TO68  ,   1  ,  C1  ,  2  ,  ~8x6.5mm
GTEX-QXCU-0626-SM-2TC69  ,   1  ,  C1  ,  2  ,  ~8.5x8mm
GTEX-QXCU-0626-SM-2TO5N  ,   1  ,  C1  ,  2  ,  ~8.5x8mm
GTEX-QXCU-0826-SM-2TC6F  ,   1  ,  C1  ,  2  ,  ~7.5x5.5mm
GTEX-QXCU-0826-SM-2TO5Q  ,   1  ,  C1  ,  2  ,  ~7.5x5.5mm
GTEX-QXCU-1726-SM-2TC6L  ,   0  ,  C1  ,  2  ,  ~9x7.5mm
GTEX-QXCU-1726-SM-2TO54  ,   0  ,  C1  ,  2  ,  ~9x7.5mm
GTEX-R3RS-0001-SM-2RXF4  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-R3RS-0001-SM-2XK2Z  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-R3RS-0005-SM-2TO73  ,   C1  ,  8.7  ,  Blood  ,  Whole
GTEX-R3RS-0005-SM-3GAEH  ,   C1  ,  8.7  ,  Blood  ,  Whole
GTEX-R3RS-0126-SM-2TO5G  ,   1  ,  C1  ,  6  ,  pieces,
GTEX-R3RS-0126-SM-3GIJL  ,   1  ,  C1  ,  6  ,  pieces,
GTEX-R3RS-0426-SM-2TO5J  ,   1  ,  C1  ,  2  ,  pieces
GTEX-R3RS-0526-SM-2TO59  ,   1  ,  C1  ,  2  ,  pieces
GTEX-R3RS-0526-SM-3GADG  ,   1  ,  C1  ,  2  ,  pieces
GTEX-R3RS-0726-SM-2TO5R  ,   2  ,  C1  ,  2  ,  pieces
GTEX-R3RS-0726-SM-3GIJR  ,   2  ,  C1  ,  2  ,  pieces
GTEX-R3RS-1026-SM-2TO5T  ,   2  ,  C1  ,  2  ,  pieces
GTEX-R3RS-1026-SM-3GADF  ,   2  ,  C1  ,  2  ,  pieces
GTEX-R45C-0003-SM-2RXEW  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-R45C-0003-SM-2XK31  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-R45C-0006-SM-2TWCB  ,   C1  ,  8.1  ,  Blood  ,  Whole
GTEX-R45C-0006-SM-3GAD6  ,   C1  ,  8.1  ,  Blood  ,  Whole
GTEX-R45C-0326-SM-2TWB2  ,   2  ,  C1  ,  2  ,  pieces,
GTEX-R45C-0526-SM-2TWC1  ,   2  ,  C1  ,  2  ,  pieces,
GTEX-R45C-0926-SM-2TWCY  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-R45C-0926-SM-3GAD4  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-R53T-0003-SM-2RXEX  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-R53T-0003-SM-2XK2X  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-R53T-0005-SM-2TO74  ,   B1  ,  9.1  ,  Blood  ,  Whole
GTEX-R53T-0005-SM-3GADK  ,   B1  ,  9.1  ,  Blood  ,  Whole
GTEX-R53T-0526-SM-2TO76  ,   1  ,  B1  ,  2  ,  ~9x7mm
GTEX-R53T-0526-SM-3GADL  ,   1  ,  B1  ,  2  ,  ~9x7mm
GTEX-R53T-0626-SM-2TO5Y  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-R53T-0926-SM-2TO5U  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-R53T-0926-SM-3GADH  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-R53T-1626-SM-3GAEW  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-R53T-1826-SM-2TO5Z  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-R53T-1826-SM-3GIJX  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-R53T-2026-SM-2TO4X  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-R53T-2026-SM-3GIJF  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-R55C-0003-SM-2RXF1  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-R55C-0003-SM-2XK34  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-R55C-0005-SM-2TO5O  ,   B1  ,  8.4  ,  Blood  ,  Whole
GTEX-R55C-0005-SM-3GAE9  ,   B1  ,  8.4  ,  Blood  ,  Whole
GTEX-R55C-0326-SM-2TO5H  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-R55C-0326-SM-3GAF1  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-R55C-0526-SM-2TO6D  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-R55C-0526-SM-3GIKA  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-R55C-0626-SM-2TF4Q  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-R55C-0626-SM-2TO5I  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-R55C-1726-SM-2TO69  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-R55C-1726-SM-3GADJ  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-R55C-1826-SM-2TO5C  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-R55C-1826-SM-3GADI  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-R55C-1926-SM-2TF4K  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-R55C-1926-SM-2TO4Y  ,   1  ,  B1  ,  2  ,  pieces,
GTEX-R55D-0006-SM-2TWBJ  ,   C1  ,  8.6  ,  Blood  ,  Whole
GTEX-R55D-0006-SM-3GIJS  ,   C1  ,  8.6  ,  Blood  ,  Whole
GTEX-R55D-0226-SM-2TWBG  ,   0  ,  C1  ,  6  ,  pieces.
GTEX-R55D-0426-SM-2TWB1  ,   0  ,  C1  ,  2  ,  aliquots.
GTEX-R55D-0626-SM-2TWBB  ,   0  ,  C1  ,  2  ,  aliquots.
GTEX-R55D-0626-SM-3GAD5  ,   0  ,  C1  ,  2  ,  aliquots.
GTEX-R55D-0926-SM-2TWDB  ,   1  ,  C1  ,  2  ,  aliquots.
GTEX-R55D-0926-SM-325AK  ,   1  ,  C1  ,  2  ,  aliquots.
GTEX-R55D-0926-SM-325I1  ,   1  ,  C1  ,  2  ,  aliquots.
GTEX-R55D-0926-SM-3GAEU  ,   1  ,  C1  ,  2  ,  aliquots.
GTEX-R55D-1026-SM-2TWC3  ,   1  ,  C1  ,  6  ,  pieces,
GTEX-R55D-1026-SM-3GAEQ  ,   1  ,  C1  ,  6  ,  pieces,
GTEX-R55E-0003-SM-2MRIC  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-R55E-0003-SM-2XK28  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-R55E-0006-SM-2TC5G  ,   C1  ,  7.1  ,  Blood  ,  Whole
GTEX-R55E-0006-SM-2TO6I  ,   C1  ,  7.1  ,  Blood  ,  Whole
GTEX-R55E-0011-R11A-SM-2TC6I  ,   C1,  ,  A1  ,  8.1  ,  Brain
GTEX-R55E-0011-R11A-SM-2TO6C  ,   C1,  ,  A1  ,  8.1  ,  Brain
GTEX-R55E-0011-R1A-SM-2TC6N  ,   C1,  ,  A1  ,  6.2  ,  Brain
GTEX-R55E-0011-R1A-SM-2TO6L  ,   C1,  ,  A1  ,  6.2  ,  Brain
GTEX-R55E-0011-R4A-SM-2TC5H  ,   C1,  ,  A1  ,  6.9  ,  Brain
GTEX-R55E-0011-R4A-SM-2TO6H  ,   C1,  ,  A1  ,  6.9  ,  Brain
GTEX-R55E-0011-R5A-SM-2TC5N  ,   C1,  ,  A1  ,  7.6  ,  Brain
GTEX-R55E-0011-R5A-SM-2TO4Q  ,   C1,  ,  A1  ,  7.6  ,  Brain
GTEX-R55E-0011-R6A-SM-2TC5T  ,   C1,  ,  A1  ,  7.7  ,  Brain
GTEX-R55E-0011-R6A-SM-2TO6K  ,   C1,  ,  A1  ,  7.7  ,  Brain
GTEX-R55E-0011-R7A-SM-2TC5Z  ,   C1,  ,  A1  ,  7.3  ,  Brain
GTEX-R55E-0011-R7A-SM-2TO6A  ,   C1,  ,  A1  ,  7.3  ,  Brain
GTEX-R55E-0011-R8A-SM-2TC66  ,   C1,  ,  A1  ,  6.6  ,  Brain
GTEX-R55E-0011-R8A-SM-2TO6E  ,   C1,  ,  A1  ,  6.6  ,  Brain
GTEX-R55E-0011-R9A-SM-2TC6C  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-R55E-0011-R9A-SM-2TO6R  ,   C1,  ,  A1  ,  7.4  ,  Brain
GTEX-R55E-0126-SM-2TC5Y  ,   1  ,  C1  ,  6  ,  pieces
GTEX-R55E-0126-SM-2TO6U  ,   1  ,  C1  ,  6  ,  pieces
GTEX-R55E-0426-SM-2TC65  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-R55E-0426-SM-2TO4J  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-R55E-0526-SM-2TC6B  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-R55E-0526-SM-2TO56  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-R55E-0826-SM-2TC5M  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-R55E-0826-SM-2TO6B  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-R55E-1026-SM-2TC5S  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-R55E-1026-SM-2TO6T  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-R55E-2526-SM-2TC6H  ,   1  ,  C1  ,  4  ,  pieces
GTEX-R55E-2526-SM-2TO6F  ,   1  ,  C1  ,  4  ,  pieces
GTEX-R55F-0005-SM-2TF4W  ,   D1  ,  6.7  ,  Blood  ,  Whole
GTEX-R55F-0005-SM-2TWC8  ,   D1  ,  6.7  ,  Blood  ,  Whole
GTEX-R55F-0011-R5A-SM-2TF5L  ,   D1,  ,  A1  ,  6.7  ,  Brain
GTEX-R55F-0011-R5A-SM-2TWCL  ,   D1,  ,  A1  ,  6.7  ,  Brain
GTEX-R55F-0011-R6A-SM-2TF4L  ,   D1,  ,  A1  ,  7.5  ,  Brain
GTEX-R55F-0011-R6A-SM-2TWCP  ,   D1,  ,  A1  ,  7.5  ,  Brain
GTEX-R55F-0011-R8A-SM-2TF4F  ,   D1,  ,  A1  ,  7.5  ,  Brain
GTEX-R55F-0011-R8A-SM-2TWCT  ,   D1,  ,  A1  ,  7.5  ,  Brain
GTEX-R55F-0326-SM-3G3SE  ,   2  ,  D1  ,  2  ,  pieces,
GTEX-R55F-0326-SM-3G3TF  ,   2  ,  D1  ,  2  ,  pieces,
GTEX-R55F-1226-SM-2TF59  ,   1  ,  D1  ,  4  ,  pieces
GTEX-R55F-1226-SM-2TWB5  ,   1  ,  D1  ,  4  ,  pieces
GTEX-R55F-1326-SM-2TF5F  ,   1  ,  D1  ,  4  ,  pieces
GTEX-R55F-1326-SM-2TWBM  ,   1  ,  D1  ,  4  ,  pieces
GTEX-R55F-1426-SM-2TF53  ,   1  ,  D1  ,  2  ,  pieces,
GTEX-R55F-1426-SM-2TWAS  ,   1  ,  D1  ,  2  ,  pieces,
GTEX-R55F-1526-SM-2TF4X  ,   1  ,  D1  ,  2  ,  pieces,
GTEX-R55F-1526-SM-2TWBA  ,   1  ,  D1  ,  2  ,  pieces,
GTEX-R55F-1726-SM-2TF4R  ,   1  ,  D1  ,  2  ,  pieces,
GTEX-R55G-0003-SM-2MRIE  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-R55G-0003-SM-2XK1C  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-R55G-0006-SM-2TC6O  ,   B1  ,  9  ,  Blood  ,  Whole
GTEX-R55G-0006-SM-2TO6P  ,   B1  ,  9  ,  Blood  ,  Whole
GTEX-R55G-0526-SM-2TC5O  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-R55G-0526-SM-2TO6S  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-R55G-0726-SM-2TC6J  ,   0  ,  B1  ,  "2  ,  aliquots,
GTEX-R55G-0726-SM-2TWCM  ,   0  ,  B1  ,  "2  ,  aliquots,
GTEX-R55G-0826-SM-2TC5U  ,   1  ,  B1  ,  2  ,  aliquots
GTEX-R55G-0826-SM-2TWCO  ,   1  ,  B1  ,  2  ,  aliquots
GTEX-R55G-2126-SM-2TC67  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-R55G-2126-SM-2TWB4  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-R55G-2326-SM-2TC61  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-R55G-2326-SM-2TWC5  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-R55G-2426-SM-2TC5I  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-R55G-2526-SM-2TC6D  ,   0  ,  B1  ,  6  ,  pieces
GTEX-REY6-0004-SM-2RXEZ  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-REY6-0004-SM-2XK3B  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-REY6-0005-SM-2TF54  ,   C1  ,  9.1  ,  Blood  ,  Whole
GTEX-REY6-0005-SM-2TO6X  ,   C1  ,  9.1  ,  Blood  ,  Whole
GTEX-REY6-0326-SM-2TF5A  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-REY6-0426-SM-2TF5G  ,   1  ,  C1  ,  pieces  ,  ;
GTEX-REY6-0426-SM-2TO5S  ,   1  ,  C1  ,  pieces  ,  ;
GTEX-REY6-0526-SM-2TF5M  ,   1  ,  C1  ,  2  ,  pieces
GTEX-REY6-0526-SM-2TO71  ,   1  ,  C1  ,  2  ,  pieces
GTEX-REY6-0626-SM-2TF4G  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-REY6-0626-SM-2TO4G  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-REY6-0726-SM-2TF4M  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-REY6-0726-SM-2TO4O  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-REY6-0826-SM-2TF4S  ,   1  ,  C1  ,  2  ,  pieces
GTEX-REY6-0826-SM-2TO4M  ,   1  ,  C1  ,  2  ,  pieces
GTEX-REY6-1026-SM-2TF4Y  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-REY6-1026-SM-2TO6G  ,   1  ,  C1  ,  2  ,  pieces,
GTEX-RM2N-0002-SM-2RXEV  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-RM2N-0002-SM-2XK37  ,   B1  ,  Blood  ,  Whole  ,  Blood
GTEX-RM2N-0006-SM-2TF5H  ,   B1  ,  7.8  ,  Blood  ,  Whole
GTEX-RM2N-0006-SM-2TO4R  ,   B1  ,  7.8  ,  Blood  ,  Whole
GTEX-RM2N-0426-SM-2TF4T  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-RM2N-0426-SM-2TO75  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-RM2N-0526-SM-2TF4N  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-RM2N-0526-SM-2TO66  ,   1  ,  B1  ,  2  ,  aliquots,
GTEX-RM2N-1426-SM-2TF4H  ,   0  ,  B1  ,  6  ,  pieces,
GTEX-RM2N-1426-SM-2TO53  ,   0  ,  B1  ,  6  ,  pieces,
GTEX-RM2N-1626-SM-2TF5N  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-RM2N-1626-SM-2TO4W  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-RM2N-1726-SM-2TF55  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-RM2N-1826-SM-2TF5B  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-RM2N-1826-SM-2TO4K  ,   0  ,  B1  ,  2  ,  aliquots,
GTEX-RN64-0004-SM-2MRIG  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-RN64-0004-SM-2XK29  ,   C1  ,  Blood  ,  Whole  ,  Blood
GTEX-RN64-0006-SM-2TC6P  ,   C1  ,  8.7  ,  Blood  ,  Whole
GTEX-RN64-0006-SM-2TO5F  ,   C1  ,  8.7  ,  Blood  ,  Whole
GTEX-RN64-0126-SM-2TC68  ,   1  ,  C1  ,  6  ,  pieces,
GTEX-RN64-0126-SM-2TO55  ,   1  ,  C1  ,  6  ,  pieces,
